command
black JJJJ
white JKKJ
black ILIK
white KIII
black JIKL
white JHJL
black INIM
white IOJM
black JNGK
white HLHN
black HKFK
white EKGL
black GJFI
white DGFL
black GMEL
white KHKG
black KFIH
white JGDM
black HGGF
white FEHJ
black LFIF
white HFIG
black GELJ
white GHJF
black LGLH
white LIMJ
black NKLD
white LEJE
black JDME
white GDEF
black HCCH
white DEFG
black IJCD
white DDDF
black DIDC
white GIFH
black CEHH
white FDED
black FCHD
white ECEE
black EGEB
white CGMH
black HBNG

